ubid,activity_status,confidence_pct,score,last_signal_date,terminal,sources_active,evidence_json
UBID-KA-000153,ACTIVE,95,57.01,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-09"", ""days_ago"": 86, ""base_weight"": 7, ""decayed_weight"": 4.26}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-12"", ""days_ago"": 145, ""base_weight"": 8, ""decayed_weight"": 4.58}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-11"", ""days_ago"": 176, ""base_weight"": 7, ""decayed_weight"": 2.53}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000154,ACTIVE,95,57.86,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-13"", ""days_ago"": 82, ""base_weight"": 7, ""decayed_weight"": 4.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-12"", ""days_ago"": 114, ""base_weight"": 8, ""decayed_weight"": 5.16}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-13"", ""days_ago"": 174, ""base_weight"": 7, ""decayed_weight"": 2.56}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000155,DORMANT,40,0.0,,False,[],[]
UBID-KA-000156,ACTIVE,95,58.17,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-05"", ""days_ago"": 90, ""base_weight"": 8, ""decayed_weight"": 5.66}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 7, ""decayed_weight"": 4.04}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-12"", ""days_ago"": 175, ""base_weight"": 7, ""decayed_weight"": 2.55}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000157,CLOSED,98,-999.0,2024-04-06,True,[],"[{""event"": ""LICENCE_SURRENDER"", ""source"": ""BBMP"", ""date"": ""2024-04-06"", ""weight"": ""TERMINAL"", ""contribution"": ""CLOSED override""}]"
UBID-KA-000158,ACTIVE,66,6.13,2026-02-26,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-26"", ""days_ago"": 69, ""base_weight"": 8, ""decayed_weight"": 6.13}]"
UBID-KA-000159,ACTIVE,80,20.21,2026-04-05,False,"[""BBMP"", ""LABOUR""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-05"", ""days_ago"": 31, ""base_weight"": 8, ""decayed_weight"": 7.1}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-04"", ""days_ago"": 91, ""base_weight"": 7, ""decayed_weight"": 4.14}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-13"", ""days_ago"": 174, ""base_weight"": 7, ""decayed_weight"": 2.56}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-05"", ""days_ago"": 274, ""base_weight"": 7, ""decayed_weight"": 1.44}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-21"", ""days_ago"": 350, ""base_weight"": 7, ""decayed_weight"": 0.93}]"
UBID-KA-000160,CLOSED,98,-999.0,2025-11-14,True,[],"[{""event"": ""LICENCE_SURRENDER"", ""source"": ""BBMP"", ""date"": ""2025-11-14"", ""weight"": ""TERMINAL"", ""contribution"": ""CLOSED override""}]"
UBID-KA-000161,CLOSED,98,-999.0,2024-05-04,True,[],"[{""event"": ""LICENCE_SURRENDER"", ""source"": ""BBMP"", ""date"": ""2024-05-04"", ""weight"": ""TERMINAL"", ""contribution"": ""CLOSED override""}]"
UBID-KA-000162,ACTIVE,95,46.42,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-17"", ""days_ago"": 109, ""base_weight"": 8, ""decayed_weight"": 5.26}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000163,ACTIVE,95,67.74,2026-05-01,False,"[""BBMP"", ""FACTORIES"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-28"", ""days_ago"": 8, ""base_weight"": 8, ""decayed_weight"": 7.76}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2026-04-02"", ""days_ago"": 34, ""base_weight"": 6, ""decayed_weight"": 5.62}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-04"", ""days_ago"": 91, ""base_weight"": 7, ""decayed_weight"": 4.14}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-05"", ""days_ago"": 182, ""base_weight"": 7, ""decayed_weight"": 2.45}]"
UBID-KA-000164,ACTIVE,95,58.16,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-13"", ""days_ago"": 82, ""base_weight"": 7, ""decayed_weight"": 4.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-28"", ""days_ago"": 98, ""base_weight"": 8, ""decayed_weight"": 5.49}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-05"", ""days_ago"": 182, ""base_weight"": 7, ""decayed_weight"": 2.45}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000165,DORMANT,69,2.42,2025-08-16,False,"[""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-16"", ""days_ago"": 263, ""base_weight"": 7, ""decayed_weight"": 1.53}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-13"", ""days_ago"": 358, ""base_weight"": 7, ""decayed_weight"": 0.89}]"
UBID-KA-000166,ACTIVE,95,59.46,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-12"", ""days_ago"": 55, ""base_weight"": 8, ""decayed_weight"": 6.47}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-14"", ""days_ago"": 81, ""base_weight"": 7, ""decayed_weight"": 4.38}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-12"", ""days_ago"": 175, ""base_weight"": 7, ""decayed_weight"": 2.55}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000167,ACTIVE,79,19.7,2026-03-10,False,"[""BBMP"", ""LABOUR""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-10"", ""days_ago"": 57, ""base_weight"": 8, ""decayed_weight"": 6.42}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-14"", ""days_ago"": 81, ""base_weight"": 7, ""decayed_weight"": 4.38}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-15"", ""days_ago"": 172, ""base_weight"": 7, ""decayed_weight"": 2.59}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-07"", ""days_ago"": 272, ""base_weight"": 7, ""decayed_weight"": 1.46}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-16"", ""days_ago"": 355, ""base_weight"": 7, ""decayed_weight"": 0.9}]"
UBID-KA-000168,ACTIVE,95,48.03,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-15"", ""days_ago"": 52, ""base_weight"": 8, ""decayed_weight"": 6.55}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000169,ACTIVE,87,27.75,2026-04-22,False,"[""BBMP"", ""FACTORIES"", ""LABOUR""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-22"", ""days_ago"": 14, ""base_weight"": 8, ""decayed_weight"": 7.58}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2026-03-24"", ""days_ago"": 43, ""base_weight"": 6, ""decayed_weight"": 5.53}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-03"", ""days_ago"": 92, ""base_weight"": 7, ""decayed_weight"": 4.11}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-12"", ""days_ago"": 175, ""base_weight"": 7, ""decayed_weight"": 2.55}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-18"", ""days_ago"": 261, ""base_weight"": 7, ""decayed_weight"": 1.55}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-11"", ""days_ago"": 360, ""base_weight"": 7, ""decayed_weight"": 0.88}]"
UBID-KA-000170,DORMANT,69,2.36,2025-08-12,False,"[""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-12"", ""days_ago"": 267, ""base_weight"": 7, ""decayed_weight"": 1.5}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-09"", ""days_ago"": 362, ""base_weight"": 7, ""decayed_weight"": 0.87}]"
UBID-KA-000171,ACTIVE,67,7.41,2026-04-16,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-16"", ""days_ago"": 20, ""base_weight"": 8, ""decayed_weight"": 7.41}]"
UBID-KA-000172,DORMANT,40,0.0,,False,[],[]
UBID-KA-000173,CLOSED,98,-999.0,2025-08-30,True,[],"[{""event"": ""LICENCE_SURRENDER"", ""source"": ""BBMP"", ""date"": ""2025-08-30"", ""weight"": ""TERMINAL"", ""contribution"": ""CLOSED override""}]"
UBID-KA-000174,DORMANT,68,4.78,2025-12-23,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-23"", ""days_ago"": 134, ""base_weight"": 8, ""decayed_weight"": 4.78}]"
UBID-KA-000175,DORMANT,69,2.38,2025-08-15,False,"[""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-15"", ""days_ago"": 264, ""base_weight"": 7, ""decayed_weight"": 1.52}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-07"", ""days_ago"": 364, ""base_weight"": 7, ""decayed_weight"": 0.86}]"
UBID-KA-000176,ACTIVE,76,16.5,2026-02-06,False,"[""BBMP"", ""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-06"", ""days_ago"": 89, ""base_weight"": 7, ""decayed_weight"": 4.19}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-11-17"", ""days_ago"": 170, ""base_weight"": 8, ""decayed_weight"": 4.16}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-06"", ""days_ago"": 181, ""base_weight"": 7, ""decayed_weight"": 2.46}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-13"", ""days_ago"": 266, ""base_weight"": 7, ""decayed_weight"": 1.51}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-13"", ""days_ago"": 358, ""base_weight"": 7, ""decayed_weight"": 0.89}]"
UBID-KA-000177,ACTIVE,95,48.82,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-08"", ""days_ago"": 28, ""base_weight"": 8, ""decayed_weight"": 7.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000178,ACTIVE,95,63.32,2026-05-01,False,"[""BBMP"", ""FACTORIES"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-06"", ""days_ago"": 89, ""base_weight"": 7, ""decayed_weight"": 4.19}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-11"", ""days_ago"": 115, ""base_weight"": 8, ""decayed_weight"": 5.14}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2025-12-03"", ""days_ago"": 154, ""base_weight"": 6, ""decayed_weight"": 4.48}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-09"", ""days_ago"": 178, ""base_weight"": 7, ""decayed_weight"": 2.5}]"
UBID-KA-000179,CLOSED,98,-999.0,2024-03-14,True,[],"[{""event"": ""LICENCE_SURRENDER"", ""source"": ""BBMP"", ""date"": ""2024-03-14"", ""weight"": ""TERMINAL"", ""contribution"": ""CLOSED override""}]"
UBID-KA-000180,ACTIVE,95,56.86,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 7, ""decayed_weight"": 4.04}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-16"", ""days_ago"": 141, ""base_weight"": 8, ""decayed_weight"": 4.65}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-15"", ""days_ago"": 172, ""base_weight"": 7, ""decayed_weight"": 2.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
