consumer_no,consumer_name,service_address,pin_code,connection_type,sanctioned_load_kw,connected_load_kw,tariff_category,pan,gstin,connection_date,connection_status,meter_no,mobile
ESCOM/560058/000653,Janatha Paper Co,"379/6, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,453.2,351.4,LT-3,WPHCI8284K,29WPHCI8284K9ZG,2004-02-28,ACTIVE,M24142632,9128162381
ESCOM/560058/000654,Printing Bangalore Co,"1st Cross, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,411.2,349.8,LT-6,ELHAF7193N,,2015-11-13,ACTIVE,M86831426,
ESCOM/560058/000655,Balaji Plastics & Co,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,176.2,115.5,LT-3,UTGHM7678F,29UTGHM7678F9Z7,1991-03-15,ACTIVE,M40445376,
ESCOM/560058/000656,Premier Rubber Ltd,"743/8, 1st Cross, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,432.0,269.6,LT-5,FCACI9961K,29FCACI9961K5ZE,1994-01-26,SURRENDERED,M73166229,
ESCOM/560058/000658,Mphasis Valves Pvt Ltd,"Factory Road, Yeshwanthpur, Bengaluru, 560058",560058,COMMERCIAL,153.4,93.8,LT-4,WZVAK2149M,29WZVAK2149M3ZM,1996-09-01,SURRENDERED,M80893391,9321287803
ESCOM/560100/000659,Electronics KS Limited,"451/2, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,32.9,22.6,LT-2,PPLPA1703L,29PPLPA1703L1ZA,2018-11-11,ACTIVE,M70597965,
ESCOM/560100/000660,Janatha Ceramics Group,"2nd Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,448.7,425.4,LT-1,BWQPM0113Z,,2021-10-14,ACTIVE,M48026435,9865253130
ESCOM/560058/000661,Premier Cables P Limited,"3rd Main, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,109.6,96.3,LT-3,RAJAV8890I,29RAJAV8890I4ZC,1996-10-08,ACTIVE,M97038049,
ESCOM/560058/000662,Infosys Motors Pvt.Ltd,"315/1, Main Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,190.6,133.6,LT-1,KKDAC1488R,,2009-02-12,ACTIVE,M39676811,
ESCOM/560058/000663,Karnataka Pharmaceuticals Factory,"3rd Main, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,123.3,108.2,LT-3,XUJHK2925N,29XUJHK2925N3Z0,2009-05-13,ACTIVE,M80062697,
ESCOM/560058/000664,New Foods International,"1/3, Cross Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,336.4,224.3,LT-4,YGGAL9047N,,2019-07-24,ACTIVE,M52046089,
ESCOM/560100/000666,Janatha Textiles Private Limited,"Service Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,158.5,109.0,LT-1,UGKFY8207N,29UGKFY8207N8Z7,2014-06-22,ACTIVE,M24989198,9242568840
ESCOM/560100/000667,Modern Engineering Pvt Ltd,"905/6, 2nd Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,55.7,35.1,LT-2,LYIFO2548K,,2007-10-21,SURRENDERED,M39754252,9824882648
ESCOM/560058/000668,Pumps Karnataka Works,"280/1, Industrial Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,493.7,415.8,LT-4,WPBAD8138M,,2003-11-11,ACTIVE,M78864088,
ESCOM/560100/000669,Steel Peoples Limited,"572/5, Main Road, Neeladri Nagar, Bengaluru, 560100",560100,COMMERCIAL,483.9,367.6,LT-1,DRUFK5235C,29DRUFK5235C8ZG,2019-02-04,DISCONNECTED,M98046388,9924976154
ESCOM/560100/000670,Electronics New & Co,"Cross Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,93.0,78.3,LT-6,MNTAF9846A,29MNTAF9846A3ZU,1998-03-07,ACTIVE,M13028578,9991883658
ESCOM/560058/000671,Southern Ceramics Ltd,"Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,485.3,390.1,LT-6,,,1992-11-14,ACTIVE,M27292439,9379866207
ESCOM/560100/000672,Valves Global Works,"923/9, Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,418.3,314.2,LT-5,MSZHP2261C,29MSZHP2261C3ZW,1991-12-05,ACTIVE,M50663223,
ESCOM/560100/000674,Southern Leather Factory,"Ring Road, Bommanahalli, Bengaluru, B'lore",560100,COMMERCIAL,143.4,91.1,LT-2,MJRAE7026T,,2015-11-07,ACTIVE,M47791473,9689606936
ESCOM/560058/000675,Electricals Shree Industries,"2nd Cross, Peenya Industrial Area, Bengaluru, 560058",560058,COMMERCIAL,355.4,322.9,LT-1,,,2020-02-07,ACTIVE,M32764338,9678877356
ESCOM/560058/000676,Star Motors Factory,"258/2, Industrial Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,7.6,6.2,LT-4,CCZAT4701E,,2006-11-20,ACTIVE,M44762764,
ESCOM/560100/000677,Indian Valves & Co,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,266.8,208.7,LT-6,TZJCM2759B,,2003-08-03,SURRENDERED,M65348112,9878904631
ESCOM/560058/000678,Royal Foundry Ent,"Ring Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,466.9,305.2,LT-4,UMQCR5766Z,29UMQCR5766Z2ZF,2014-01-16,ACTIVE,M96376860,
ESCOM/560058/000679,Paper Srinivasa Limited,"192/3, Factory Road, Yeshwanthpur, Bengaluru, 560058",560058,COMMERCIAL,301.1,236.7,LT-3,NGHHT6184Z,29NGHHT6184Z6ZB,2009-09-06,ACTIVE,M13848488,9474072636
ESCOM/560100/000680,Star Motors Traders,"470/2, 3rd Main, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,35.0,22.0,LT-2,VFJAZ3752O,29VFJAZ3752O9Z8,2011-04-08,ACTIVE,M90266675,9793020101
ESCOM/560058/000681,Indian Furniture Enterprises,"Main Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,337.2,228.4,LT-3,BXTAC0734A,,2003-10-25,ACTIVE,M59878262,9988781223
ESCOM/560100/000682,Printing Karnataka Manufacturers,"709/1, Factory Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,348.5,223.9,LT-6,,,2008-06-18,ACTIVE,M27192721,
ESCOM/560058/000683,Srinivasa Valves & Co,"Ring Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,348.3,285.3,LT-3,,,2005-05-12,ACTIVE,M49699523,
ESCOM/560100/000684,KS Printing Industries,"378/1, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,61.5,57.3,LT-3,MGRFY7789H,29MGRFY7789H6Z3,2002-11-01,DISCONNECTED,M85615248,9380479526
ESCOM/560058/000685,Royal Ceramics Limited,"1st Cross, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,28.8,21.4,LT-6,TYZFB5275F,29TYZFB5275F1ZL,2001-09-16,ACTIVE,M45897876,
ESCOM/560058/000686,Lakshmi Motors Ind,"2nd Cross, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,413.7,356.1,LT-2,,,2004-09-03,SURRENDERED,M30419497,
ESCOM/560058/000687,Valves Raghavendra Private Limited,"706/4, 3rd Main, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,108.4,75.1,LT-1,JMDFM8725I,29JMDFM8725I2ZT,1990-12-17,ACTIVE,M70276407,
ESCOM/560100/000688,Foods Premier Enterprises,"205/5, Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,94.1,75.3,LT-1,HTQPC3442D,29HTQPC3442D8ZX,1992-02-10,ACTIVE,M36005639,9469974974
ESCOM/560058/000689,Eng Lakshmi Limited,"Service Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,15.4,13.0,LT-2,PRDCH2382F,29PRDCH2382F2ZW,1994-07-19,ACTIVE,M13945190,
ESCOM/560100/000690,Pumps Indian Pvt. Ltd.,"233/7, Ring Road, Electronic City Phase 1, Bengaluru, B'lore",560100,COMMERCIAL,80.6,54.1,LT-5,HXGHL4746H,29HXGHL4746H9ZL,1994-08-04,ACTIVE,M90578526,
ESCOM/560058/000691,Bangalore Rubber Corporation,"3rd Main, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,24.3,19.3,LT-3,IXBAL5041X,,1999-09-01,ACTIVE,M59964686,9223195532
ESCOM/560100/000692,National Steel Enterprises,"3/3, Factory Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,406.1,368.6,LT-1,UYNCX8616N,,2022-02-11,ACTIVE,M29717403,9468857395
ESCOM/560058/000693,Leather Mahalaxmi Pvt.Ltd,"3rd Main, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,347.0,287.7,LT-1,PZEFS8936P,,1997-02-05,DISCONNECTED,M96343675,
ESCOM/560058/000694,Srinivasa Foods Traders,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,285.2,239.2,LT-3,OEWAT1251W,29OEWAT1251W3Z5,1999-10-07,ACTIVE,M99924340,9537245026
ESCOM/560058/000695,Textiles Southern Corporation,"671/3, Factory Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,75.3,61.2,LT-3,USYHR6952D,,2001-01-11,ACTIVE,M28549675,
ESCOM/560058/000696,Titan Engineering Private Limited,"3rd Main, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,107.8,65.5,LT-1,GIGCD5177E,29GIGCD5177E7Z4,2013-08-13,ACTIVE,M76643986,9414471107
ESCOM/560100/000697,Premier Printing Ltd,"Main Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,386.3,346.0,LT-6,,,2017-06-06,ACTIVE,M70023300,
ESCOM/560100/000698,Infosys Paints Private Limited,"Cross Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,426.8,298.3,LT-2,TFJAP0821V,29TFJAP0821V5ZZ,2015-01-12,ACTIVE,M78158417,9452259062
ESCOM/560100/000699,United Auto Parts P Limited,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,277.9,263.5,LT-5,PXTCK8001T,29PXTCK8001T8ZZ,1993-11-16,ACTIVE,M21230946,9627704877
ESCOM/560100/000700,Global Ceramics Traders,"Factory Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,430.9,298.2,LT-2,UXHHT8193N,29UXHHT8193N9ZO,2019-07-16,ACTIVE,M70358063,9314420719
ESCOM/560058/000701,Printing Peoples & Co,"Factory Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,323.8,286.8,LT-5,WKLCK6867Q,29WKLCK6867Q5Z2,2016-05-15,ACTIVE,M26906912,9906974276
ESCOM/560058/000702,KS Packaging P Limited,"87/2, 3rd Main, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,265.2,215.0,LT-1,YINAP8665W,,2019-04-05,SURRENDERED,M65145774,9817454984
ESCOM/560058/000704,Bengaluru Pipes Manufacturers,"299/6, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,435.7,331.4,LT-6,ISDFA9279B,29ISDFA9279B4Z8,2010-08-08,DISCONNECTED,M57021899,
ESCOM/560100/000706,Mphasis Chemicals Industries,"242/5, Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,332.4,252.6,LT-6,,,1996-03-12,ACTIVE,M63591904,
ESCOM/560058/000707,Southern Plastics Industries,"Industrial Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,76.0,48.2,LT-3,,,2022-06-12,ACTIVE,M84908413,
ESCOM/560100/000708,Mahalaxmi Foundry Ltd,"249/9, Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",560100,COMMERCIAL,469.5,293.2,LT-3,,,2015-03-02,ACTIVE,M30055958,9301350618
ESCOM/560058/000709,Electricals Shree Factory,"689/8, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,123.9,90.4,LT-3,SSYAH7008N,29SSYAH7008N6ZI,2017-09-09,ACTIVE,M80530935,9122119572
ESCOM/560100/000712,Bangalore Garments Manufacturers,"1st Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,266.0,248.8,LT-4,VYCHN7358I,,1995-09-23,ACTIVE,M84160163,9870562749
ESCOM/560100/000713,Bangalore Steel Private Limited,"386/9, Industrial Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,77.8,47.5,LT-5,LGIAJ8715B,29LGIAJ8715B1ZC,2017-10-14,ACTIVE,M30673849,9869581195
ESCOM/560100/000714,Southern Furniture P Limited,"750/5, 1st Cross, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,141.7,107.6,LT-6,LCGFY8208L,29LCGFY8208L6Z9,1996-05-26,ACTIVE,M38423095,9142458077
ESCOM/560058/000715,JSW Paper Co,"3rd Main, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,39.1,25.7,LT-6,ZKFFP8343W,,2011-07-13,ACTIVE,M37957325,9957512051
ESCOM/560100/000716,Peoples Pumps Factory,"Factory Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,337.2,313.8,LT-4,,,2019-03-05,ACTIVE,M20189460,9516202949
ESCOM/560100/000718,Auto New Parts Industries,"Factory Road, Electronic City Phase 2, Bengaluru, 560100",560100,COMMERCIAL,253.5,205.5,LT-3,GAGFD4512V,29GAGFD4512V3ZF,2004-03-13,ACTIVE,M96824153,9980475324
ESCOM/560058/000719,Raghavendra Rubber Ltd,"362/5, 2nd Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,380.4,332.5,LT-5,MGOCN9634U,29MGOCN9634U9ZR,2003-09-16,ACTIVE,M96225585,9456935799
ESCOM/560100/000720,Janatha Printing Traders,"522/9, Cross Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,165.4,127.0,LT-1,,,1996-12-25,DISCONNECTED,M84687182,
ESCOM/560058/000721,Leather Lakshmi Traders,"875/2, Industrial Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,70.9,63.3,LT-5,CXNPH9027J,29CXNPH9027J5ZY,2022-02-18,ACTIVE,M35287796,9308940183
ESCOM/560058/000723,Beverages Venkateshwara & Co,"Service Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,169.9,115.5,LT-6,NUEHB1318F,29NUEHB1318F5Z1,1994-03-24,ACTIVE,M37357508,9569948390
ESCOM/560100/000724,Printing Infosys Ltd,"Factory Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,138.0,118.4,LT-3,JMWPE1287G,29JMWPE1287G2ZR,2020-10-18,DISCONNECTED,M18572849,9724905597
ESCOM/560100/000725,Modern Rubber Private Limited,"Service Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,15.4,9.5,LT-4,PQPPG9700M,29PQPPG9700M2Z4,2004-03-07,ACTIVE,M12326009,9759255382
ESCOM/560100/000726,Global Metals Factory,"681/4, Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,114.0,75.7,LT-4,CXTAX7982Q,29CXTAX7982Q5Z8,2011-10-19,ACTIVE,M34396998,
ESCOM/560100/000727,Pipes JSW International,"Ring Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,414.2,364.1,LT-2,LABPO0464F,29LABPO0464F2ZZ,2008-09-09,ACTIVE,M86631343,
ESCOM/560100/000728,Packaging Venkateshwara Limited,"3rd Main, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,287.0,250.6,LT-5,SZFCT1255M,29SZFCT1255M5ZB,1999-03-24,ACTIVE,M15505536,
ESCOM/560100/000730,Premier Rubber Ltd,"3rd Main, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,476.2,443.1,LT-6,GRXPU0395R,29GRXPU0395R6ZK,2003-05-01,DISCONNECTED,M85436191,9687435549
ESCOM/560100/000731,Global Electronics Group,"121/9, Cross Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,387.5,297.0,LT-3,,,2019-06-23,ACTIVE,M15104054,9237612659
ESCOM/560100/000732,Motors Star Mfr,"Industrial Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,402.8,301.0,LT-2,AQDPA7580Z,29AQDPA7580Z3ZO,1990-03-21,SURRENDERED,M20547874,9551644050
ESCOM/560058/000733,Venkateshwara Beverages International,"216/5, Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,16.5,12.2,LT-5,LMMFE2293T,29LMMFE2293T3ZZ,2016-04-11,DISCONNECTED,M47235855,
ESCOM/560058/000734,United Foods International,"3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,406.4,347.8,LT-2,FOVAW9346U,29FOVAW9346U6ZK,1992-08-19,DISCONNECTED,M15475013,9985071921
ESCOM/560058/000735,Bangalore Metals Group,"Service Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,395.7,320.3,LT-6,FOIPG3572A,29FOIPG3572A4ZJ,2013-02-25,ACTIVE,M44632951,
ESCOM/560058/000736,Indian Packaging Indus,"630/6, 2nd Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,290.4,232.6,LT-2,VYKFB5913U,29VYKFB5913U8ZQ,2013-08-24,ACTIVE,M66801411,9190570588
ESCOM/560058/000737,Electronics Infosys & Co,"497/5, Cross Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,494.1,305.2,LT-5,PCGFS3564X,,2016-05-09,ACTIVE,M66057793,
ESCOM/560058/000738,Infosys Paints Co,"Factory Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,242.5,175.4,LT-5,QRRAK0597M,,2007-05-18,ACTIVE,M44198195,
ESCOM/560058/000739,Premier Auto Parts Corporation,"2nd Cross, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,182.4,172.5,LT-2,,,2013-11-21,ACTIVE,M51870050,
ESCOM/560058/000740,United Foods Traders,"859/2, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",560058,COMMERCIAL,239.1,197.6,LT-5,DZUFZ6986B,29DZUFZ6986B2Z3,2019-01-05,ACTIVE,M12323166,9960683336
ESCOM/560100/000741,Auto New Parts Ent,"1st Cross, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,97.6,84.8,LT-2,,,1997-04-15,ACTIVE,M96352986,9472978380
ESCOM/560100/000742,Bengaluru Textiles Ent,"Industrial Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,345.2,274.1,LT-6,HVTHK5682O,29HVTHK5682O5ZW,2003-10-08,ACTIVE,M62158208,
ESCOM/560058/000743,Premier Paper & Co,"729/3, Main Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,121.2,82.7,LT-4,ZHLFY4077T,29ZHLFY4077T5ZC,2016-02-13,ACTIVE,M81026065,
ESCOM/560058/000744,Furniture Mphasis Group,"449/8, Cross Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,188.1,168.7,LT-2,EZIPE7600T,29EZIPE7600T3ZZ,1993-03-05,ACTIVE,M10461509,9336295771
ESCOM/560100/000745,Mahalaxmi Garments Limited,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,21.9,16.6,LT-6,BVUFG4834W,,2020-05-17,ACTIVE,M32933062,9607773455
ESCOM/560100/000746,Pumps Premier Pvt. Ltd.,"247/9, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,310.9,233.7,LT-1,MSDPP7357O,29MSDPP7357O2ZW,2002-03-07,ACTIVE,M91061113,9405270788
ESCOM/560058/000747,JSW Engineering Ltd,"898/3, Industrial Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,478.6,364.7,LT-5,LJNCE2721C,29LJNCE2721C8ZT,2006-07-20,ACTIVE,M14149106,9167059498
ESCOM/560058/000748,Indian Rubber & Co,"2nd Cross, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,212.6,137.4,LT-2,VCLHH3877U,29VCLHH3877U9ZQ,1995-01-17,ACTIVE,M98911460,9834507786
ESCOM/560058/000749,Mahalaxmi Valves Group,"752/1, Main Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,251.1,229.5,LT-6,ARYAZ7916T,29ARYAZ7916T4ZZ,2006-10-09,DISCONNECTED,M23827417,9116228289
ESCOM/560100/000750,Titan Chemicals Factory,"467/9, Industrial Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,489.0,335.7,LT-5,,,2017-06-15,ACTIVE,M38763902,
ESCOM/560058/000752,Infosys Ceramics Manufacturers,"57/2, 3rd Main, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,466.3,387.0,LT-1,ZNUCM6219U,,2003-02-07,ACTIVE,M64739849,
ESCOM/560058/000753,Leather Karnataka International,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,188.5,133.3,LT-5,CSPCD7474O,29CSPCD7474O4ZK,2000-02-28,ACTIVE,M37665415,9799596324
ESCOM/560100/000756,United Engineering Factory,"Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,178.8,150.4,LT-3,URJFF5945Q,29URJFF5945Q4ZV,2017-01-19,DISCONNECTED,M14184289,
ESCOM/560100/000757,Infosys Textiles & Co,"156/8, Service Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,253.3,238.2,LT-4,WCJPC8396S,,1994-07-24,SURRENDERED,M51590139,9524291505
ESCOM/560058/000759,Venkateshwara Cables Ltd,"1st Cross, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,460.0,375.1,LT-6,LZBAE1547E,29LZBAE1547E3ZG,2019-11-07,ACTIVE,M70781508,
ESCOM/560100/000762,Garments Indian Indus,"3rd Main, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,301.9,239.7,LT-3,GCHFE1427L,29GCHFE1427L5Z1,1991-11-09,ACTIVE,M80402630,
ESCOM/560058/000764,Eng Raghavendra Manufacturers,"Main Road, Peenya 2nd Stage, Bengaluru, 560058",560058,COMMERCIAL,38.4,28.4,LT-5,QWNHU1498F,,2007-05-24,SURRENDERED,M68983890,9391323146
ESCOM/560058/000765,Sri Paper Traders,"Main Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,373.8,337.8,LT-4,EXRAO8066H,,1996-03-27,DISCONNECTED,M51288358,9573954976
ESCOM/560100/000769,Chemicals Premier Mfg,"Service Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,354.2,267.9,LT-2,ENJAI1227T,,2010-03-10,ACTIVE,M51178645,9488162576
ESCOM/560100/000770,Sunrise Paper Ltd,"195/9, Main Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,245.2,158.8,LT-4,GAJHE1646V,29GAJHE1646V1Z1,2002-04-21,ACTIVE,M21956855,
